fpr,tpr,threshold
0.0,0.0,inf
0.000510986203372509,0.06578947368421052,0.97802734375
0.000510986203372509,0.17105263157894737,0.9775390625
0.000510986203372509,0.25,0.97705078125
0.000510986203372509,0.42105263157894735,0.9765625
0.000510986203372509,0.5526315789473685,0.97607421875
0.000510986203372509,0.5657894736842105,0.9755859375
0.000510986203372509,0.618421052631579,0.97509765625
0.000510986203372509,0.6447368421052632,0.974609375
0.000510986203372509,0.6842105263157895,0.97412109375
0.000510986203372509,0.7631578947368421,0.97119140625
0.000510986203372509,0.7763157894736842,0.9619140625
0.001021972406745018,0.7763157894736842,0.95751953125
0.001021972406745018,0.8026315789473685,0.943359375
0.0025549310168625446,0.8026315789473685,0.75830078125
0.0025549310168625446,0.8289473684210527,0.6591796875
0.004598875830352581,0.8289473684210527,0.53515625
0.004598875830352581,0.8421052631578947,0.5185546875
0.005109862033725089,0.8421052631578947,0.51416015625
0.005109862033725089,0.8552631578947368,0.476806640625
0.007664793050587634,0.8552631578947368,0.360107421875
0.007664793050587634,0.868421052631579,0.328369140625
0.022994379151762903,0.868421052631579,0.2027587890625
0.02401635155850792,0.868421052631579,0.199951171875
0.025038323965252938,0.868421052631579,0.199462890625
0.025038323965252938,0.881578947368421,0.1949462890625
0.026060296371997957,0.881578947368421,0.1927490234375
0.03730199284619315,0.881578947368421,0.168701171875
0.03730199284619315,0.8947368421052632,0.1671142578125
0.04394481349003577,0.8947368421052632,0.15576171875
0.044966785896780784,0.8947368421052632,0.1553955078125
0.04752171691364333,0.8947368421052632,0.1536865234375
0.04854368932038835,0.8947368421052632,0.153076171875
0.049565661727133364,0.8947368421052632,0.1524658203125
0.049565661727133364,0.9078947368421053,0.1517333984375
0.05058763413387839,0.9078947368421053,0.151611328125
0.05314256515074093,0.9078947368421053,0.149169921875
0.054164537557485945,0.9078947368421053,0.1480712890625
0.054675523760858456,0.9078947368421053,0.1461181640625
0.054675523760858456,0.9210526315789473,0.1455078125
0.05569749616760347,0.9210526315789473,0.14501953125
0.056719468574348494,0.9210526315789473,0.1448974609375
0.05825242718446602,0.9210526315789473,0.1439208984375
0.05927439959121104,0.9210526315789473,0.1424560546875
0.0633622892181911,0.9210526315789473,0.13916015625
0.06540623403168115,0.9210526315789473,0.1387939453125
0.07102708226877874,0.9210526315789473,0.1351318359375
0.07204905467552376,0.9210526315789473,0.134765625
0.07256004087889627,0.9210526315789473,0.13427734375
0.07358201328564129,0.9210526315789473,0.134033203125
0.07562595809913132,0.9210526315789473,0.1326904296875
0.07664793050587634,0.9210526315789473,0.132568359375
0.07766990291262135,0.9210526315789473,0.1322021484375
0.07766990291262135,0.9342105263157895,0.132080078125
0.07869187531936638,0.9342105263157895,0.1312255859375
0.0802248339294839,0.9342105263157895,0.131103515625
0.08124680633622892,0.9342105263157895,0.13037109375
0.08431272355646398,0.9342105263157895,0.1300048828125
0.08482370975983648,0.9342105263157895,0.1298828125
0.0858456821665815,0.9342105263157895,0.1295166015625
0.08737864077669903,0.9342105263157895,0.12939453125
0.08942258559018906,0.9342105263157895,0.12890625
0.09044455799693409,0.9342105263157895,0.1279296875
0.09044455799693409,0.9473684210526315,0.126953125
0.09095554420030659,0.9473684210526315,0.1268310546875
0.09299948901379662,0.9473684210526315,0.12646484375
0.09299948901379662,0.9605263157894737,0.1263427734375
0.09351047521716914,0.9605263157894737,0.1260986328125
0.09555442003065917,0.9605263157894737,0.1259765625
0.0965763924374042,0.9605263157894737,0.125244140625
0.0975983648441492,0.9605263157894737,0.1251220703125
0.10066428206438426,0.9605263157894737,0.12286376953125
0.10168625447112928,0.9605263157894737,0.12249755859375
0.10219724067450178,0.9605263157894737,0.1221923828125
0.1032192130812468,0.9605263157894737,0.12213134765625
0.10373019928461931,0.9605263157894737,0.12176513671875
0.10475217169136433,0.9605263157894737,0.1217041015625
0.10730710270822688,0.9605263157894737,0.12054443359375
0.10832907511497189,0.9605263157894737,0.12042236328125
0.10935104752171691,0.9605263157894737,0.11968994140625
0.11037301992846194,0.9605263157894737,0.11962890625
0.11088400613183444,0.9605263157894737,0.119384765625
0.11190597853857946,0.9605263157894737,0.11932373046875
0.11650485436893204,0.9605263157894737,0.11859130859375
0.11854879918242207,0.9605263157894737,0.1175537109375
0.1205927439959121,0.9605263157894737,0.1171875
0.12314767501277465,0.9605263157894737,0.116943359375
0.1262135922330097,0.9605263157894737,0.1165771484375
0.12723556463975472,0.9605263157894737,0.11614990234375
0.1318344404701073,0.9605263157894737,0.11517333984375
0.13387838528359736,0.9605263157894737,0.114990234375
0.13438937148696986,0.9605263157894737,0.11474609375
0.13592233009708737,0.9605263157894737,0.11456298828125
0.13796627491057742,0.9605263157894737,0.11419677734375
0.14001021972406746,0.9605263157894737,0.1134033203125
0.14103219213081247,0.9736842105263158,0.1131591796875
0.14256515074092999,0.9736842105263158,0.11260986328125
0.14358712314767502,0.9736842105263158,0.1124267578125
0.14767501277465508,0.9736842105263158,0.11199951171875
0.15074092999489014,0.9736842105263158,0.11163330078125
0.1548288196218702,0.9736842105263158,0.11102294921875
0.15585079202861524,0.9736842105263158,0.11065673828125
0.15738375063873275,0.9736842105263158,0.1104736328125
0.15789473684210525,0.9736842105263158,0.11029052734375
0.1594276954522228,0.9736842105263158,0.10992431640625
0.1614716402657128,0.9736842105263158,0.10968017578125
0.16249361267245785,0.9736842105263158,0.1094970703125
0.1650485436893204,0.9736842105263158,0.10931396484375
0.1660705160960654,0.9736842105263158,0.109130859375
