fpr,tpr,threshold
0.0,0.0,inf
0.0,0.013157894736842105,0.984375
0.0,0.039473684210526314,0.98388671875
0.0,0.15789473684210525,0.982421875
0.0,0.18421052631578946,0.9814453125
0.0,0.2236842105263158,0.98095703125
0.0,0.32894736842105265,0.97705078125
0.0,0.3684210526315789,0.9736328125
0.0,0.39473684210526316,0.97314453125
0.0,0.40789473684210525,0.97119140625
0.0,0.4342105263157895,0.970703125
0.0,0.4473684210526316,0.9697265625
0.0,0.47368421052631576,0.96875
0.0,0.5,0.9658203125
0.000510986203372509,0.5,0.96337890625
0.000510986203372509,0.5657894736842105,0.95654296875
0.001021972406745018,0.5657894736842105,0.9560546875
0.001021972406745018,0.5789473684210527,0.955078125
0.0015329586101175269,0.5789473684210527,0.95458984375
0.0015329586101175269,0.618421052631579,0.95361328125
0.0015329586101175269,0.631578947368421,0.94970703125
0.002043944813490036,0.631578947368421,0.94921875
0.002043944813490036,0.6447368421052632,0.947265625
0.0025549310168625446,0.6447368421052632,0.9453125
0.0030659172202350538,0.6578947368421053,0.94482421875
0.0030659172202350538,0.6842105263157895,0.94140625
0.0035769034236075624,0.6842105263157895,0.9404296875
0.0035769034236075624,0.6973684210526315,0.939453125
0.005109862033725089,0.6973684210526315,0.9326171875
0.005620848237097598,0.7105263157894737,0.93115234375
0.006642820643842616,0.7105263157894737,0.92236328125
0.008175779253960144,0.7105263157894737,0.921875
0.008175779253960144,0.7368421052631579,0.91943359375
0.011241696474195196,0.7368421052631579,0.904296875
0.011241696474195196,0.75,0.9013671875
0.011752682677567705,0.75,0.90087890625
0.011752682677567705,0.7631578947368421,0.89892578125
0.01788451711803781,0.7631578947368421,0.8798828125
0.01788451711803781,0.7763157894736842,0.87548828125
0.020950434338272865,0.7763157894736842,0.853515625
0.020950434338272865,0.7894736842105263,0.85009765625
0.02401635155850792,0.7894736842105263,0.841796875
0.02401635155850792,0.8026315789473685,0.8408203125
0.02452733776188043,0.8026315789473685,0.837890625
0.026571282575370465,0.8026315789473685,0.8349609375
0.030148185998978026,0.8026315789473685,0.82666015625
0.030148185998978026,0.8157894736842105,0.8232421875
0.031170158405723045,0.8157894736842105,0.8193359375
0.032192130812468064,0.8157894736842105,0.81884765625
0.03321410321921308,0.8157894736842105,0.8134765625
0.03321410321921308,0.8289473684210527,0.81298828125
0.03730199284619315,0.8289473684210527,0.78662109375
0.03730199284619315,0.8421052631578947,0.78369140625
0.04343382728666326,0.8421052631578947,0.7421875
0.04445579969340828,0.8421052631578947,0.73974609375
0.0516096065406234,0.8421052631578947,0.68603515625
0.05263157894736842,0.8421052631578947,0.67724609375
0.05314256515074093,0.8421052631578947,0.67041015625
0.05314256515074093,0.8552631578947368,0.66943359375
0.06540623403168115,0.8552631578947368,0.57421875
0.06642820643842616,0.8552631578947368,0.572265625
0.07256004087889627,0.8552631578947368,0.537109375
0.07256004087889627,0.868421052631579,0.5322265625
0.0746039856923863,0.868421052631579,0.5078125
0.07562595809913132,0.868421052631579,0.505859375
0.08788962698007154,0.868421052631579,0.410888671875
0.08788962698007154,0.881578947368421,0.407470703125
0.08840061318344404,0.881578947368421,0.406982421875
0.08840061318344404,0.8947368421052632,0.405517578125
0.10168625447112928,0.8947368421052632,0.29931640625
0.10168625447112928,0.9078947368421053,0.2939453125
0.10219724067450178,0.9078947368421053,0.290283203125
0.1032192130812468,0.9078947368421053,0.28759765625
0.10832907511497189,0.9078947368421053,0.25830078125
0.10832907511497189,0.9210526315789473,0.255859375
0.11803781297904957,0.9210526315789473,0.193359375
0.11905978538579458,0.9210526315789473,0.1895751953125
0.11905978538579458,0.9342105263157895,0.1844482421875
0.12161471640265713,0.9342105263157895,0.173828125
0.12263668880940215,0.9342105263157895,0.1719970703125
0.12314767501277465,0.9342105263157895,0.1717529296875
0.12416964741951968,0.9342105263157895,0.171630859375
0.1262135922330097,0.9342105263157895,0.164306640625
0.12723556463975472,0.9342105263157895,0.1640625
